age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
37,management,married,tertiary,no,1241,no,no,cellular,12,aug,761,2,-1,0,unknown,1
45,blue-collar,married,unknown,no,1039,no,no,unknown,5,jun,471,1,-1,0,unknown,0
45,technician,married,secondary,no,998,yes,no,cellular,14,aug,124,4,-1,0,unknown,0
35,management,married,tertiary,no,1727,no,no,cellular,21,nov,5,1,-1,0,unknown,0
54,technician,married,primary,no,675,yes,no,unknown,29,may,130,1,-1,0,unknown,0
25,student,single,tertiary,no,459,no,no,cellular,4,may,418,3,-1,0,unknown,1
26,services,single,secondary,no,-823,no,yes,cellular,18,jul,17,25,-1,0,unknown,0
32,technician,married,secondary,no,0,no,no,cellular,25,aug,95,9,-1,0,unknown,0
45,self-employed,single,tertiary,no,977,yes,no,unknown,20,jun,6,5,-1,0,unknown,0
27,blue-collar,married,secondary,no,271,yes,no,unknown,28,may,446,1,-1,0,unknown,0
42,unemployed,married,secondary,no,1007,yes,no,unknown,14,may,248,1,-1,0,unknown,0
63,retired,married,secondary,no,2030,no,no,cellular,6,feb,61,1,-1,0,unknown,0
31,management,single,tertiary,no,471,no,no,cellular,14,jun,78,3,91,2,other,0
36,management,single,tertiary,no,3281,yes,no,cellular,13,may,662,1,-1,0,unknown,1
38,unemployed,married,secondary,no,12001,no,no,unknown,6,jun,138,1,-1,0,unknown,0
44,entrepreneur,divorced,tertiary,no,0,yes,no,unknown,14,may,119,1,-1,0,unknown,0
39,management,single,tertiary,no,1,yes,no,cellular,6,jul,531,2,430,2,failure,1
33,technician,married,tertiary,no,0,yes,no,cellular,24,jul,92,17,-1,0,unknown,0
25,technician,single,tertiary,no,794,no,yes,cellular,8,jul,564,1,-1,0,unknown,0
35,blue-collar,married,secondary,no,-1,yes,no,cellular,25,jul,171,2,-1,0,unknown,0
56,blue-collar,married,primary,no,0,yes,no,unknown,12,jun,833,8,-1,0,unknown,0
37,blue-collar,married,secondary,no,472,yes,no,cellular,15,apr,156,1,-1,0,unknown,0
51,housemaid,married,tertiary,no,463,no,no,unknown,9,jun,984,2,-1,0,unknown,0
32,self-employed,single,tertiary,no,438,no,no,cellular,19,nov,139,1,-1,0,unknown,0
57,unknown,married,primary,no,2,no,no,cellular,7,jul,118,2,-1,0,unknown,0
34,admin.,married,secondary,no,557,no,no,cellular,5,feb,78,1,-1,0,unknown,0
40,blue-collar,married,primary,no,-78,yes,no,unknown,2,jun,142,4,-1,0,unknown,0
39,management,married,tertiary,no,3236,yes,no,unknown,3,jun,541,17,-1,0,unknown,0
46,blue-collar,married,secondary,no,2398,yes,yes,unknown,14,may,104,1,-1,0,unknown,0
35,technician,married,secondary,no,-72,no,no,cellular,28,jan,168,1,205,2,failure,0
41,blue-collar,married,secondary,no,4608,yes,no,unknown,29,may,674,2,-1,0,unknown,1
31,management,single,tertiary,no,2568,yes,no,unknown,23,may,937,2,-1,0,unknown,0
38,admin.,single,secondary,no,1317,no,no,unknown,20,jun,8,12,-1,0,unknown,0
47,blue-collar,married,primary,no,484,yes,no,cellular,18,nov,138,1,-1,0,unknown,0
34,services,married,secondary,no,1429,yes,no,cellular,18,may,8,6,-1,0,unknown,0
30,management,single,tertiary,no,5689,yes,no,cellular,2,feb,446,1,-1,0,unknown,1
42,management,married,tertiary,no,0,no,yes,cellular,19,nov,102,3,-1,0,unknown,0
48,management,divorced,tertiary,no,0,no,no,cellular,6,aug,130,4,-1,0,unknown,0
31,housemaid,married,secondary,yes,46,no,no,cellular,21,aug,9,8,-1,0,unknown,0
55,technician,married,secondary,no,1076,no,no,cellular,20,nov,77,1,-1,0,unknown,0
38,blue-collar,married,secondary,no,2893,no,no,unknown,19,jun,10,1,-1,0,unknown,0
59,services,divorced,secondary,no,4,yes,no,cellular,7,may,1097,3,-1,0,unknown,1
58,retired,married,unknown,no,8648,no,no,cellular,5,aug,438,1,-1,0,unknown,0
26,technician,single,secondary,no,827,no,no,cellular,30,apr,469,1,-1,0,unknown,1
25,management,single,tertiary,no,1309,yes,no,unknown,9,may,102,2,-1,0,unknown,0
44,management,divorced,tertiary,no,2077,yes,no,unknown,12,jun,112,6,-1,0,unknown,0
70,technician,married,secondary,no,3020,no,no,telephone,24,dec,645,2,196,1,failure,1
28,blue-collar,married,secondary,no,1453,yes,no,unknown,28,may,397,1,-1,0,unknown,0
46,admin.,married,secondary,no,439,no,no,cellular,8,jul,112,1,-1,0,unknown,0
45,blue-collar,married,secondary,no,766,no,no,cellular,18,aug,110,7,-1,0,unknown,0
33,blue-collar,married,primary,no,5151,yes,yes,cellular,18,nov,164,3,182,1,failure,0
24,admin.,single,secondary,no,764,yes,no,cellular,4,feb,113,1,-1,0,unknown,0
28,blue-collar,married,secondary,no,1306,yes,no,unknown,28,may,151,1,-1,0,unknown,0
36,technician,single,secondary,no,2987,yes,no,cellular,13,apr,541,1,-1,0,unknown,1
33,technician,single,tertiary,no,463,no,no,cellular,20,nov,160,1,-1,0,unknown,0
34,management,single,tertiary,no,307,no,no,cellular,21,aug,676,1,-1,0,unknown,1
37,blue-collar,single,secondary,no,-101,no,yes,cellular,7,jul,144,2,-1,0,unknown,0
27,student,single,tertiary,no,538,no,no,cellular,24,jun,123,2,-1,0,unknown,1
29,management,single,tertiary,no,1882,yes,yes,cellular,18,may,15,5,-1,0,unknown,0
33,technician,single,secondary,no,0,no,no,cellular,20,aug,111,4,-1,0,unknown,0
48,technician,married,secondary,no,6879,yes,no,cellular,19,nov,108,3,-1,0,unknown,0
53,unemployed,married,secondary,no,5345,yes,no,unknown,6,may,104,1,-1,0,unknown,0
43,management,divorced,tertiary,no,15,no,no,cellular,11,aug,124,2,-1,0,unknown,0
34,management,single,tertiary,no,2635,no,no,cellular,13,aug,271,2,105,1,success,1
54,admin.,married,secondary,no,659,no,no,cellular,28,jan,128,1,-1,0,unknown,0
53,blue-collar,divorced,primary,no,-67,yes,no,unknown,5,may,123,2,-1,0,unknown,0
42,services,married,primary,no,49,no,no,unknown,5,jun,789,2,-1,0,unknown,0
45,blue-collar,divorced,secondary,yes,-27,no,yes,cellular,15,jul,479,2,-1,0,unknown,1
40,entrepreneur,married,tertiary,no,5461,yes,no,cellular,20,apr,699,4,-1,0,unknown,0
56,blue-collar,single,primary,no,0,no,no,cellular,9,jul,48,1,-1,0,unknown,0
33,management,married,tertiary,no,691,yes,yes,cellular,25,aug,92,2,-1,0,unknown,0
59,management,married,tertiary,no,1825,no,no,unknown,5,jun,138,2,-1,0,unknown,0
42,admin.,married,unknown,no,1590,no,no,unknown,16,jun,75,6,-1,0,unknown,0
36,technician,single,secondary,no,755,no,no,unknown,17,jun,394,1,-1,0,unknown,0
31,management,single,tertiary,no,1032,no,no,cellular,8,jul,762,1,-1,0,unknown,1
41,blue-collar,married,primary,no,-839,yes,no,unknown,26,may,207,2,-1,0,unknown,0
35,admin.,single,tertiary,no,1345,no,no,cellular,29,jan,496,1,-1,0,unknown,0
28,admin.,single,secondary,no,8,yes,no,cellular,16,apr,50,2,-1,0,unknown,0
49,blue-collar,divorced,primary,no,11,no,no,cellular,29,jul,13,25,-1,0,unknown,0
34,management,married,tertiary,no,496,yes,no,cellular,17,apr,333,1,-1,0,unknown,0
42,admin.,married,unknown,no,757,yes,no,unknown,14,may,607,2,-1,0,unknown,0
32,admin.,married,secondary,no,644,no,no,cellular,19,aug,90,4,-1,0,unknown,0
43,blue-collar,married,primary,no,2144,yes,no,unknown,15,may,38,5,-1,0,unknown,0
34,management,single,tertiary,no,2784,no,no,cellular,17,apr,633,1,-1,0,unknown,1
28,technician,married,secondary,no,771,yes,no,cellular,17,jul,160,1,-1,0,unknown,0
35,blue-collar,single,secondary,no,-206,yes,no,cellular,14,may,161,2,364,1,failure,0
55,technician,married,secondary,no,1258,no,no,cellular,11,aug,139,2,-1,0,unknown,0
24,student,single,tertiary,no,1572,yes,no,cellular,5,aug,239,2,83,8,failure,1
37,unemployed,married,tertiary,no,88988,no,no,cellular,17,nov,96,1,-1,0,unknown,0
46,management,single,tertiary,no,0,no,no,cellular,21,nov,72,5,-1,0,unknown,0
36,blue-collar,married,primary,no,0,no,no,unknown,5,jun,332,2,-1,0,unknown,0
40,management,married,tertiary,no,101,yes,no,cellular,3,apr,92,3,-1,0,unknown,0
35,management,divorced,tertiary,no,708,no,no,cellular,8,apr,643,1,-1,0,unknown,0
29,admin.,single,secondary,no,2144,yes,yes,cellular,7,may,245,1,-1,0,unknown,0
46,self-employed,divorced,secondary,no,18,no,no,cellular,21,aug,129,2,-1,0,unknown,0
44,blue-collar,married,secondary,no,56,yes,no,cellular,15,jul,612,4,-1,0,unknown,0
29,technician,married,tertiary,no,4003,no,no,cellular,30,apr,151,1,-1,0,unknown,0
47,blue-collar,married,secondary,no,0,no,no,cellular,27,aug,102,8,-1,0,unknown,0
43,technician,married,secondary,no,4373,yes,no,cellular,12,aug,78,2,-1,0,unknown,0
27,unemployed,single,secondary,no,1377,no,no,cellular,8,jul,922,2,-1,0,unknown,1
45,admin.,married,tertiary,no,-243,no,no,cellular,28,jan,73,1,-1,0,unknown,0
36,management,married,tertiary,no,1720,yes,yes,unknown,14,may,65,1,-1,0,unknown,0
50,admin.,divorced,secondary,no,437,yes,no,unknown,15,may,554,1,-1,0,unknown,0
38,management,married,tertiary,no,1146,yes,no,cellular,11,may,164,2,-1,0,unknown,0
45,admin.,married,tertiary,no,753,no,no,telephone,19,apr,119,12,-1,0,unknown,0
61,retired,single,secondary,no,1742,no,no,cellular,13,aug,543,3,-1,0,unknown,1
27,management,single,tertiary,no,775,no,no,unknown,19,jun,26,1,-1,0,unknown,0
46,management,married,tertiary,no,5,yes,no,unknown,27,may,48,1,-1,0,unknown,0
43,management,divorced,tertiary,no,-75,yes,no,cellular,4,feb,124,2,201,1,failure,0
57,retired,married,primary,no,1167,no,no,cellular,4,may,411,3,-1,0,unknown,1
43,management,married,secondary,no,693,no,no,unknown,5,may,85,1,-1,0,unknown,0
48,entrepreneur,married,tertiary,no,968,no,no,cellular,7,apr,158,2,231,1,failure,0
32,management,married,tertiary,no,-56,yes,no,cellular,17,nov,418,2,-1,0,unknown,0
59,retired,married,primary,no,-1,no,no,cellular,9,jul,100,1,-1,0,unknown,0
34,management,single,tertiary,no,0,no,no,cellular,22,jul,71,1,-1,0,unknown,0
32,admin.,divorced,secondary,no,-101,yes,no,cellular,15,may,576,2,298,1,failure,0
35,technician,married,secondary,no,23,no,no,cellular,8,aug,92,2,-1,0,unknown,0
48,blue-collar,married,secondary,no,5241,yes,no,unknown,6,may,113,1,-1,0,unknown,0
47,technician,married,tertiary,no,0,no,no,cellular,20,aug,108,6,-1,0,unknown,0
36,management,single,tertiary,no,1295,no,no,cellular,12,jul,265,1,182,4,success,1
39,admin.,married,secondary,no,3242,yes,no,cellular,20,apr,119,4,-1,0,unknown,0
42,admin.,divorced,secondary,no,152,yes,no,unknown,6,may,126,2,-1,0,unknown,0
44,services,married,secondary,yes,34,yes,no,cellular,15,jul,71,4,-1,0,unknown,0
36,technician,married,secondary,no,3,yes,no,unknown,29,may,202,1,-1,0,unknown,0
73,retired,married,primary,no,961,no,no,cellular,7,aug,1347,12,-1,0,unknown,1
51,services,married,secondary,no,0,no,no,cellular,6,aug,108,2,-1,0,unknown,0
38,blue-collar,married,primary,no,441,yes,no,unknown,19,may,211,1,-1,0,unknown,0
57,retired,married,secondary,no,1348,yes,yes,unknown,19,may,68,11,-1,0,unknown,0
33,unknown,married,tertiary,no,0,no,no,cellular,6,aug,278,6,-1,0,unknown,0
57,technician,married,secondary,no,771,yes,no,cellular,22,jul,662,4,-1,0,unknown,0
32,management,married,tertiary,no,0,no,no,cellular,28,aug,56,4,-1,0,unknown,0
36,technician,single,secondary,no,0,no,no,cellular,19,aug,112,5,-1,0,unknown,0
46,housemaid,married,primary,no,994,no,no,telephone,30,jul,108,2,-1,0,unknown,0
42,technician,married,secondary,no,-1336,yes,no,unknown,3,jun,65,23,-1,0,unknown,0
45,blue-collar,married,secondary,no,3395,yes,no,unknown,13,may,125,1,-1,0,unknown,0
31,technician,married,unknown,no,1349,yes,no,cellular,20,nov,123,4,-1,0,unknown,0
38,blue-collar,divorced,secondary,no,1417,yes,no,cellular,18,may,11,7,-1,0,unknown,0
22,student,single,unknown,no,2281,no,no,cellular,8,sep,147,1,-1,0,unknown,0
52,technician,married,secondary,no,568,no,no,cellular,12,aug,111,2,-1,0,unknown,0
41,services,married,secondary,no,692,yes,yes,unknown,3,jun,86,4,-1,0,unknown,0
41,self-employed,married,tertiary,no,13044,no,no,cellular,4,aug,139,1,-1,0,unknown,0
45,services,married,secondary,no,535,no,no,cellular,26,aug,534,15,-1,0,unknown,0
45,management,married,tertiary,no,2488,yes,no,cellular,31,jul,50,1,-1,0,unknown,0
49,blue-collar,married,secondary,no,-454,yes,yes,unknown,20,jun,145,6,-1,0,unknown,0
37,services,single,secondary,no,294,yes,no,cellular,23,jul,539,2,-1,0,unknown,1
35,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,197,1,-1,0,unknown,0
36,technician,single,tertiary,no,0,no,yes,unknown,5,jun,91,2,-1,0,unknown,0
36,admin.,married,secondary,no,1221,yes,no,unknown,21,may,45,7,-1,0,unknown,0
29,services,single,secondary,no,-90,yes,no,unknown,3,jun,143,1,-1,0,unknown,0
32,blue-collar,married,secondary,no,583,no,no,unknown,6,may,161,1,-1,0,unknown,0
25,management,single,tertiary,no,805,no,no,cellular,18,feb,132,2,-1,0,unknown,1
38,blue-collar,single,primary,no,736,yes,no,unknown,30,may,178,1,-1,0,unknown,0
40,management,married,tertiary,no,1285,yes,no,unknown,14,may,114,3,-1,0,unknown,0
34,technician,married,secondary,no,6,no,yes,cellular,18,aug,111,3,-1,0,unknown,0
42,management,single,tertiary,no,29,no,yes,cellular,31,jul,97,2,-1,0,unknown,0
21,technician,single,tertiary,no,1445,no,no,cellular,29,apr,131,2,-1,0,unknown,0
54,admin.,divorced,secondary,no,-247,yes,no,cellular,22,jul,1139,1,-1,0,unknown,1
36,management,married,tertiary,no,-14,yes,no,cellular,31,jul,61,2,-1,0,unknown,0
37,blue-collar,married,secondary,no,1004,yes,no,cellular,17,apr,171,3,-1,0,unknown,0
36,admin.,single,tertiary,no,994,no,no,cellular,11,mar,211,1,90,6,success,1
34,management,married,tertiary,no,2081,no,no,cellular,6,aug,139,4,-1,0,unknown,0
30,technician,married,secondary,no,-15,yes,no,unknown,16,may,106,1,-1,0,unknown,0
44,entrepreneur,married,tertiary,no,703,no,no,cellular,29,jul,122,6,-1,0,unknown,0
25,blue-collar,married,primary,no,1231,yes,yes,cellular,24,jul,283,2,-1,0,unknown,0
27,blue-collar,single,secondary,no,-507,yes,no,unknown,28,may,153,3,-1,0,unknown,0
31,admin.,single,secondary,no,-1,no,no,cellular,21,jul,132,2,-1,0,unknown,0
35,blue-collar,married,secondary,no,1093,yes,no,unknown,21,may,160,3,-1,0,unknown,0
32,technician,married,secondary,no,3763,yes,no,unknown,20,may,241,2,-1,0,unknown,0
37,technician,married,secondary,no,1535,no,no,cellular,4,may,438,2,-1,0,unknown,1
30,management,married,tertiary,no,0,no,no,cellular,19,aug,48,2,-1,0,unknown,0
36,technician,married,secondary,no,23,yes,no,cellular,19,nov,162,6,-1,0,unknown,0
50,entrepreneur,married,primary,no,1,no,no,unknown,26,jun,199,1,-1,0,unknown,0
45,blue-collar,married,secondary,no,516,yes,no,unknown,15,may,10,5,-1,0,unknown,0
53,admin.,divorced,secondary,no,1093,no,no,cellular,18,feb,881,1,-1,0,unknown,1
32,blue-collar,married,secondary,no,732,no,no,cellular,29,jan,49,1,-1,0,unknown,0
33,management,married,tertiary,no,1136,yes,no,cellular,29,jan,103,1,-1,0,unknown,0
39,blue-collar,married,secondary,no,-10,no,no,unknown,5,jun,179,1,-1,0,unknown,0
50,unemployed,divorced,secondary,no,514,yes,no,cellular,6,feb,729,1,-1,0,unknown,0
45,services,married,secondary,no,10,no,no,cellular,4,aug,68,1,-1,0,unknown,0
25,blue-collar,single,secondary,no,2,no,no,cellular,9,dec,121,2,-1,0,unknown,0
47,technician,married,secondary,no,673,no,no,unknown,14,may,482,1,-1,0,unknown,0
29,admin.,single,secondary,no,873,yes,no,cellular,16,apr,169,2,-1,0,unknown,0
71,retired,married,secondary,no,694,no,no,cellular,27,jan,588,2,-1,0,unknown,1
30,services,married,secondary,no,-36,yes,no,unknown,16,may,241,2,-1,0,unknown,0
60,retired,married,tertiary,no,1612,no,no,cellular,29,apr,847,1,182,1,failure,0
40,blue-collar,married,primary,no,476,yes,no,unknown,9,may,707,1,-1,0,unknown,1
52,unemployed,single,tertiary,no,1639,yes,no,unknown,19,jun,153,2,-1,0,unknown,0
49,services,married,secondary,no,3175,no,no,cellular,29,jul,139,2,-1,0,unknown,0
31,management,single,tertiary,no,849,yes,no,unknown,9,may,393,1,-1,0,unknown,0
42,technician,divorced,secondary,no,578,no,no,unknown,20,jun,76,3,-1,0,unknown,0
35,technician,married,tertiary,no,1579,no,no,cellular,25,jan,131,1,92,7,success,0
33,admin.,single,tertiary,no,1550,no,no,cellular,21,nov,439,1,-1,0,unknown,0
33,blue-collar,married,secondary,no,925,yes,no,cellular,15,apr,147,1,146,1,failure,0
60,management,married,primary,no,0,no,no,telephone,6,jul,195,2,-1,0,unknown,0
29,services,married,secondary,no,488,no,yes,cellular,2,feb,220,1,-1,0,unknown,0
53,technician,married,secondary,no,-12,no,yes,cellular,19,nov,104,1,-1,0,unknown,0
32,technician,single,tertiary,no,1174,no,no,cellular,11,aug,143,2,-1,0,unknown,0
49,blue-collar,married,secondary,no,1738,no,no,cellular,4,aug,479,1,-1,0,unknown,0
36,student,single,unknown,no,905,no,no,unknown,20,jun,466,2,-1,0,unknown,0
58,retired,married,secondary,no,0,no,no,cellular,12,aug,117,4,-1,0,unknown,0
32,technician,married,secondary,no,799,yes,no,cellular,25,jul,624,7,-1,0,unknown,0
52,blue-collar,married,primary,no,2901,yes,no,cellular,17,nov,578,1,-1,0,unknown,0
37,technician,married,secondary,no,586,no,no,cellular,22,aug,9,6,-1,0,unknown,0
30,technician,single,tertiary,no,40,no,no,cellular,13,aug,117,3,-1,0,unknown,0
50,management,married,tertiary,no,851,yes,no,unknown,3,jun,597,3,-1,0,unknown,0
42,blue-collar,married,primary,no,1598,yes,no,cellular,20,apr,518,3,-1,0,unknown,0
35,housemaid,married,primary,no,285,yes,no,unknown,14,may,854,1,-1,0,unknown,0
28,admin.,single,secondary,no,-34,no,no,cellular,4,jul,136,1,-1,0,unknown,0
42,management,married,tertiary,no,6138,yes,no,cellular,17,nov,85,2,-1,0,unknown,0
50,blue-collar,married,primary,no,2,no,yes,cellular,27,aug,48,24,-1,0,unknown,0
45,blue-collar,married,secondary,no,0,no,no,unknown,11,jun,93,2,-1,0,unknown,0
49,management,married,tertiary,no,536,no,no,cellular,4,jun,134,1,94,1,failure,0
42,services,married,secondary,no,38,yes,no,telephone,9,feb,51,5,-1,0,unknown,0
40,admin.,married,secondary,no,474,no,no,cellular,3,feb,138,1,-1,0,unknown,0
29,management,single,tertiary,no,696,no,no,cellular,24,jul,1204,1,-1,0,unknown,1
37,technician,divorced,tertiary,no,0,yes,no,cellular,31,jul,88,5,-1,0,unknown,0
41,admin.,married,secondary,no,-621,yes,yes,unknown,28,may,210,1,-1,0,unknown,0
36,admin.,single,secondary,no,-185,yes,no,unknown,29,may,109,5,-1,0,unknown,0
34,management,married,tertiary,no,1738,no,no,cellular,30,jul,39,8,-1,0,unknown,0
31,services,single,secondary,no,511,yes,no,unknown,20,may,574,1,-1,0,unknown,1
45,admin.,married,secondary,no,522,yes,no,cellular,17,nov,63,1,-1,0,unknown,0
29,technician,single,tertiary,no,-63,yes,yes,cellular,20,apr,14,4,-1,0,unknown,0
34,admin.,married,secondary,no,0,no,no,cellular,2,feb,126,2,-1,0,unknown,0
50,technician,divorced,secondary,no,0,yes,no,cellular,3,feb,125,3,-1,0,unknown,0
51,blue-collar,married,secondary,no,1409,yes,no,unknown,13,may,514,1,-1,0,unknown,0
30,blue-collar,married,primary,no,2149,yes,no,unknown,20,may,397,1,-1,0,unknown,1
35,technician,single,tertiary,no,1118,yes,yes,cellular,23,jul,103,1,-1,0,unknown,0
51,technician,married,secondary,no,545,yes,no,cellular,3,feb,554,2,265,4,other,0
57,admin.,married,secondary,no,486,yes,no,unknown,7,may,513,1,-1,0,unknown,0
28,admin.,single,secondary,no,3931,yes,no,unknown,26,may,72,1,-1,0,unknown,0
28,unemployed,single,secondary,no,706,no,no,cellular,28,jan,699,2,-1,0,unknown,0
33,services,divorced,secondary,no,2423,yes,no,cellular,19,nov,559,1,-1,0,unknown,0
38,blue-collar,single,secondary,no,492,yes,no,unknown,23,may,761,3,-1,0,unknown,0
29,technician,single,secondary,no,-569,yes,no,unknown,13,may,129,6,-1,0,unknown,0
64,retired,married,primary,no,1807,no,no,cellular,26,aug,106,1,-1,0,unknown,0
50,entrepreneur,married,secondary,no,-701,yes,no,cellular,30,jul,148,4,-1,0,unknown,0
42,blue-collar,single,secondary,no,1254,yes,no,unknown,5,may,107,1,-1,0,unknown,0
46,services,married,unknown,no,0,yes,no,unknown,5,may,127,3,-1,0,unknown,0
40,technician,married,secondary,no,9143,no,no,cellular,29,jul,851,2,-1,0,unknown,0
33,management,married,tertiary,no,6138,no,no,cellular,12,aug,874,3,-1,0,unknown,1
25,management,single,tertiary,no,1348,no,no,cellular,30,apr,242,1,-1,0,unknown,0
44,management,married,secondary,no,3696,no,no,cellular,30,jul,462,4,-1,0,unknown,0
34,technician,married,secondary,no,1236,yes,no,cellular,14,may,73,3,-1,0,unknown,0
32,technician,married,secondary,no,3111,yes,yes,cellular,19,nov,104,1,183,2,failure,0
46,services,divorced,secondary,no,495,no,no,cellular,29,dec,636,13,-1,0,unknown,0
31,technician,divorced,secondary,no,-1,no,no,cellular,20,nov,148,2,-1,0,unknown,0
36,blue-collar,married,secondary,no,-212,yes,yes,cellular,8,may,133,2,-1,0,unknown,0
37,services,married,secondary,no,1352,yes,no,cellular,20,apr,119,1,322,1,failure,0
26,admin.,single,secondary,no,-211,no,yes,cellular,28,jul,95,4,-1,0,unknown,0
32,technician,single,tertiary,no,627,no,no,cellular,21,aug,99,6,-1,0,unknown,0
32,blue-collar,married,secondary,no,668,yes,yes,cellular,15,may,391,3,-1,0,unknown,0
33,blue-collar,married,secondary,no,6281,yes,no,cellular,16,apr,623,1,-1,0,unknown,0
47,services,divorced,secondary,no,473,yes,no,unknown,6,may,673,2,-1,0,unknown,0
57,retired,married,secondary,no,463,no,no,cellular,12,jan,330,2,-1,0,unknown,1
42,blue-collar,married,secondary,no,-333,yes,yes,unknown,9,may,7,1,-1,0,unknown,0
34,management,married,tertiary,no,865,no,no,cellular,3,sep,718,1,91,1,success,1
58,retired,married,secondary,no,0,no,no,unknown,20,jun,46,1,-1,0,unknown,0
61,retired,married,secondary,no,2801,yes,yes,cellular,9,feb,71,2,-1,0,unknown,0
30,management,single,tertiary,no,677,no,no,cellular,14,aug,984,2,-1,0,unknown,0
40,services,single,secondary,no,477,yes,no,cellular,15,may,8,4,352,1,failure,0
44,technician,married,secondary,no,1448,yes,yes,telephone,19,nov,285,1,-1,0,unknown,0
38,technician,married,tertiary,no,7108,yes,no,cellular,17,nov,48,2,171,1,failure,0
44,blue-collar,single,secondary,no,1270,yes,no,unknown,5,may,523,1,-1,0,unknown,1
32,blue-collar,married,secondary,no,191,no,no,cellular,3,feb,597,4,209,2,failure,0
32,blue-collar,single,secondary,no,2044,yes,no,cellular,20,nov,86,1,-1,0,unknown,0
35,admin.,married,secondary,no,2228,yes,no,unknown,21,may,726,3,-1,0,unknown,0
32,management,single,tertiary,no,0,no,no,telephone,27,aug,57,8,-1,0,unknown,0
54,housemaid,married,primary,no,5,no,yes,cellular,30,jul,439,4,-1,0,unknown,0
51,blue-collar,married,primary,no,17,yes,no,unknown,15,may,198,1,-1,0,unknown,0
42,management,married,tertiary,no,1535,yes,no,cellular,8,may,6,1,-1,0,unknown,0
30,management,single,tertiary,no,1457,yes,yes,telephone,18,aug,268,1,88,3,success,1
32,blue-collar,single,primary,no,437,yes,no,unknown,7,may,133,2,-1,0,unknown,0
35,services,divorced,secondary,no,27,yes,no,unknown,5,may,195,2,-1,0,unknown,0
40,technician,single,tertiary,no,36,no,no,unknown,17,jun,902,4,-1,0,unknown,1
56,management,married,unknown,no,854,no,yes,cellular,29,jul,716,3,-1,0,unknown,0
35,management,married,tertiary,no,4436,no,no,cellular,13,aug,105,2,-1,0,unknown,0
49,blue-collar,married,primary,no,0,no,no,unknown,18,jun,44,1,-1,0,unknown,0
30,unemployed,married,secondary,no,0,yes,no,cellular,21,jul,130,2,-1,0,unknown,0
35,services,single,secondary,no,3126,yes,no,cellular,20,nov,136,1,-1,0,unknown,0
51,blue-collar,married,primary,no,651,yes,no,unknown,14,may,123,4,-1,0,unknown,0
33,management,married,tertiary,no,0,no,no,cellular,8,aug,94,3,-1,0,unknown,0
41,entrepreneur,married,secondary,no,1196,yes,no,unknown,12,jun,487,1,-1,0,unknown,0
52,technician,married,tertiary,no,4,no,no,cellular,28,aug,86,4,-1,0,unknown,0
44,technician,divorced,secondary,no,0,yes,yes,cellular,30,jul,188,2,-1,0,unknown,0
29,admin.,married,secondary,no,-97,yes,no,unknown,6,jun,143,1,-1,0,unknown,0
35,admin.,divorced,secondary,no,0,no,no,cellular,5,feb,80,1,-1,0,unknown,0
53,technician,married,secondary,no,-100,no,no,cellular,29,aug,85,2,-1,0,unknown,0
43,admin.,divorced,secondary,no,1927,yes,no,unknown,15,may,431,4,-1,0,unknown,0
50,management,married,tertiary,no,1612,no,no,cellular,4,aug,860,1,-1,0,unknown,1
34,management,married,secondary,no,1133,no,no,cellular,7,jul,268,4,-1,0,unknown,1
43,management,married,primary,no,0,yes,yes,cellular,17,nov,114,1,168,2,failure,0
28,management,single,tertiary,no,3,no,no,cellular,18,mar,78,1,-1,0,unknown,1
46,blue-collar,married,secondary,no,-141,yes,yes,unknown,7,may,118,1,-1,0,unknown,0
33,management,married,tertiary,no,0,yes,yes,cellular,19,nov,187,4,-1,0,unknown,0
39,blue-collar,married,secondary,no,0,no,no,unknown,5,jun,89,1,-1,0,unknown,0
58,blue-collar,married,primary,no,2958,no,no,unknown,16,may,394,1,-1,0,unknown,0
43,technician,divorced,secondary,no,-267,yes,no,cellular,30,jan,158,1,259,1,failure,0
55,unemployed,married,secondary,no,0,no,no,cellular,9,sep,489,2,394,1,failure,1
49,blue-collar,married,secondary,no,985,no,no,cellular,20,nov,477,1,-1,0,unknown,0
59,retired,divorced,primary,no,1221,no,no,unknown,6,jun,108,1,-1,0,unknown,0
42,blue-collar,married,secondary,no,1116,no,no,unknown,18,jun,85,3,-1,0,unknown,0
48,technician,married,secondary,no,3241,no,no,cellular,5,aug,758,1,-1,0,unknown,0
37,services,married,secondary,no,2851,yes,no,unknown,14,may,579,2,-1,0,unknown,0
57,management,married,primary,no,0,no,yes,cellular,28,jul,118,5,-1,0,unknown,0
46,admin.,married,secondary,no,1431,no,no,cellular,20,nov,95,2,-1,0,unknown,0
21,student,single,secondary,no,2488,no,no,cellular,12,aug,180,1,-1,0,unknown,0
27,admin.,single,secondary,no,3241,no,no,cellular,29,jan,132,1,-1,0,unknown,0
57,retired,married,primary,no,935,no,no,telephone,28,aug,129,6,-1,0,unknown,0
36,blue-collar,married,secondary,no,1602,yes,no,cellular,6,may,1130,2,-1,0,unknown,1
36,management,married,tertiary,no,1531,yes,no,cellular,24,jul,830,5,-1,0,unknown,0
45,services,married,unknown,no,7863,yes,no,cellular,31,jul,50,4,-1,0,unknown,0
