id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
252552,46,technician,married,secondary,no,668,yes,no,cellular,21,nov,74,1,-1,0,unknown,0
648092,52,services,married,secondary,no,1135,yes,no,unknown,13,may,265,1,-1,0,unknown,0
565311,32,blue-collar,married,secondary,no,732,no,no,cellular,29,jan,49,1,-1,0,unknown,0
382,28,management,single,tertiary,yes,-5,no,no,cellular,25,jul,145,2,-1,0,unknown,0
41550,28,management,single,tertiary,no,1285,no,no,cellular,15,feb,715,1,-1,0,unknown,1
279135,43,unemployed,married,secondary,no,0,yes,no,cellular,12,may,165,2,-1,0,unknown,0
408624,52,blue-collar,divorced,primary,no,3242,no,no,unknown,6,jun,198,5,-1,0,unknown,0
711560,46,blue-collar,married,primary,no,518,no,yes,cellular,27,aug,22,8,-1,0,unknown,0
634521,43,services,divorced,secondary,no,5773,yes,yes,cellular,21,jul,597,9,-1,0,unknown,0
416305,27,blue-collar,single,secondary,no,714,yes,no,cellular,15,may,7,1,352,3,failure,0
729,47,technician,married,secondary,no,4,no,no,cellular,13,aug,121,2,-1,0,unknown,0
439520,26,self-employed,single,secondary,no,-1,no,yes,unknown,8,jul,122,1,-1,0,unknown,0
79599,41,blue-collar,married,primary,no,689,yes,no,unknown,15,may,729,3,-1,0,unknown,0
344435,34,technician,married,secondary,no,1077,yes,no,unknown,21,may,569,3,-1,0,unknown,0
676953,48,technician,married,tertiary,no,-369,no,no,cellular,14,jul,90,3,-1,0,unknown,0
290126,51,management,married,secondary,no,-1312,yes,no,cellular,21,jul,126,3,-1,0,unknown,0
565800,27,admin.,single,secondary,no,-133,yes,no,cellular,18,may,216,1,-1,0,unknown,0
265184,30,entrepreneur,single,tertiary,no,0,no,yes,cellular,22,jul,123,5,-1,0,unknown,0
70070,32,admin.,married,secondary,no,2,no,no,cellular,20,aug,239,2,-1,0,unknown,0
204671,50,services,divorced,secondary,no,593,yes,no,unknown,6,jun,188,1,-1,0,unknown,0
516293,33,technician,divorced,secondary,no,567,yes,no,cellular,20,apr,8,2,-1,0,unknown,0
375964,27,blue-collar,married,secondary,no,3,yes,no,unknown,16,may,200,1,-1,0,unknown,0
278759,52,services,divorced,primary,no,2225,yes,no,cellular,11,may,73,1,-1,0,unknown,0
627477,52,technician,divorced,secondary,no,-57,yes,no,unknown,13,may,221,2,-1,0,unknown,0
246887,35,services,married,secondary,no,12,yes,no,cellular,13,may,50,2,-1,0,unknown,0
149568,36,services,divorced,secondary,no,6,yes,no,unknown,2,jun,130,2,-1,0,unknown,0
245333,30,blue-collar,single,secondary,no,1012,yes,no,cellular,18,may,525,3,-1,0,unknown,0
548330,49,technician,married,secondary,no,5733,yes,no,cellular,13,may,117,2,364,1,failure,0
55557,39,technician,married,secondary,no,1066,yes,no,cellular,11,may,809,1,342,4,failure,0
407658,48,blue-collar,divorced,secondary,no,771,yes,no,unknown,12,jun,143,1,-1,0,unknown,0
411461,40,blue-collar,married,secondary,no,438,yes,no,unknown,7,may,434,1,-1,0,unknown,0
450109,56,management,married,tertiary,no,867,no,no,unknown,30,jun,159,3,-1,0,unknown,0
277260,41,services,married,primary,no,1052,yes,no,unknown,13,may,147,1,-1,0,unknown,0
221325,65,retired,married,primary,no,493,no,no,cellular,12,feb,544,1,181,1,failure,0
251916,51,services,divorced,secondary,no,-175,yes,yes,unknown,29,may,153,2,-1,0,unknown,0
232588,42,blue-collar,married,primary,no,1314,yes,no,cellular,11,may,48,7,-1,0,unknown,0
370518,41,services,married,secondary,no,-459,yes,no,cellular,31,jul,50,2,-1,0,unknown,0
537705,36,technician,married,tertiary,no,3940,no,no,cellular,18,nov,140,2,-1,0,unknown,0
435177,37,self-employed,married,tertiary,no,1402,no,no,unknown,5,jun,104,5,-1,0,unknown,0
514781,50,blue-collar,married,secondary,no,656,yes,yes,cellular,21,jul,171,1,-1,0,unknown,0
381011,32,management,married,tertiary,no,924,no,no,cellular,27,aug,72,4,-1,0,unknown,0
309932,51,entrepreneur,married,primary,no,780,no,no,unknown,17,jun,742,2,-1,0,unknown,0
44016,56,retired,married,tertiary,no,834,no,no,cellular,5,aug,124,1,-1,0,unknown,0
89137,48,blue-collar,married,secondary,no,506,no,yes,cellular,14,jul,277,3,-1,0,unknown,0
517716,32,services,divorced,secondary,no,1853,yes,no,cellular,20,nov,706,2,-1,0,unknown,1
349360,34,management,married,tertiary,no,1590,no,no,cellular,8,aug,108,6,-1,0,unknown,0
742828,28,technician,single,secondary,no,781,yes,no,cellular,7,may,169,1,-1,0,unknown,0
691159,40,blue-collar,married,secondary,no,-14,yes,no,unknown,20,may,363,3,-1,0,unknown,0
511269,55,retired,married,secondary,no,635,no,no,cellular,14,aug,439,2,-1,0,unknown,0
326653,33,management,married,tertiary,no,71,no,no,cellular,14,aug,649,2,-1,0,unknown,1
560681,29,admin.,single,secondary,no,-639,no,yes,cellular,7,jul,5,2,-1,0,unknown,0
326396,50,blue-collar,married,secondary,no,2392,no,no,cellular,6,aug,749,2,-1,0,unknown,0
164798,52,services,married,secondary,no,523,yes,yes,unknown,20,jun,14,2,-1,0,unknown,0
633211,38,management,married,tertiary,no,2671,no,no,cellular,8,jun,565,1,-1,0,unknown,1
418910,57,retired,married,secondary,no,955,no,yes,cellular,29,jan,99,2,-1,0,unknown,0
168068,36,admin.,divorced,secondary,no,-274,yes,yes,cellular,5,may,6,1,-1,0,unknown,0
29020,40,admin.,single,secondary,no,1693,no,no,cellular,3,feb,427,1,-1,0,unknown,0
539349,32,self-employed,single,tertiary,no,210,yes,yes,cellular,23,jul,563,1,-1,0,unknown,0
553776,34,technician,married,secondary,no,524,yes,no,cellular,15,may,6,3,-1,0,unknown,0
135919,39,services,married,secondary,no,1454,no,no,cellular,30,apr,226,1,-1,0,unknown,0
143935,45,self-employed,single,tertiary,no,453,yes,no,cellular,20,nov,5,1,-1,0,unknown,0
48017,28,technician,married,secondary,no,-396,yes,no,cellular,18,jul,103,1,-1,0,unknown,0
88466,25,management,single,tertiary,no,5763,no,no,cellular,16,mar,239,1,-1,0,unknown,1
275485,54,entrepreneur,married,tertiary,no,0,yes,no,cellular,3,feb,106,3,-1,0,unknown,0
709364,32,blue-collar,married,secondary,no,468,yes,no,unknown,8,may,207,2,-1,0,unknown,0
743066,29,admin.,single,secondary,no,914,no,no,cellular,9,aug,6,1,-1,0,unknown,0
476239,58,blue-collar,married,primary,no,751,yes,no,unknown,6,may,179,1,-1,0,unknown,0
192169,53,self-employed,married,tertiary,no,7,no,no,cellular,20,nov,125,5,-1,0,unknown,0
304044,53,blue-collar,divorced,secondary,no,4787,yes,no,cellular,16,jul,891,2,-1,0,unknown,1
291690,51,admin.,single,tertiary,no,3823,no,no,telephone,6,feb,9,5,-1,0,unknown,0
581041,45,blue-collar,married,secondary,no,439,no,no,cellular,29,jul,61,2,-1,0,unknown,0
19711,74,retired,married,primary,no,2887,no,no,cellular,2,feb,158,2,-1,0,unknown,0
123763,44,management,married,tertiary,no,51,no,yes,cellular,19,aug,657,2,-1,0,unknown,0
702009,36,management,married,secondary,no,597,yes,yes,unknown,21,may,138,1,-1,0,unknown,0
408698,32,admin.,divorced,secondary,no,478,yes,no,unknown,28,may,74,3,-1,0,unknown,0
688047,59,retired,divorced,secondary,no,759,no,no,unknown,12,jun,100,1,-1,0,unknown,0
40372,57,retired,married,primary,no,1258,no,no,telephone,4,feb,157,5,-1,0,unknown,0
605395,46,technician,divorced,secondary,no,0,no,no,cellular,19,aug,93,3,-1,0,unknown,0
146113,30,management,single,tertiary,no,1913,no,no,cellular,19,nov,924,1,-1,0,unknown,0
133682,44,management,married,secondary,no,935,yes,no,unknown,16,may,124,1,-1,0,unknown,0
413053,42,admin.,married,secondary,no,2152,no,no,cellular,19,nov,518,1,-1,0,unknown,0
277606,45,blue-collar,married,secondary,no,2671,no,yes,cellular,18,aug,101,4,-1,0,unknown,0
574614,36,services,married,secondary,no,-54,yes,no,cellular,13,may,172,1,-1,0,unknown,0
697445,59,retired,married,secondary,no,5,no,no,unknown,27,may,109,1,-1,0,unknown,0
29555,36,management,single,tertiary,no,3537,no,no,cellular,18,nov,72,1,-1,0,unknown,0
50123,35,admin.,divorced,secondary,no,18,no,no,unknown,18,jun,90,19,-1,0,unknown,0
489489,36,technician,single,tertiary,no,3160,yes,no,unknown,20,may,624,2,-1,0,unknown,0
592301,38,management,married,tertiary,no,1727,yes,no,unknown,2,jun,178,2,-1,0,unknown,0
709124,32,management,single,tertiary,no,-56,yes,no,cellular,21,nov,197,1,-1,0,unknown,0
481879,59,blue-collar,married,primary,no,2142,yes,no,cellular,12,may,588,1,-1,0,unknown,1
303403,41,technician,single,unknown,no,1219,yes,no,unknown,19,may,168,1,-1,0,unknown,0
471117,48,technician,divorced,secondary,no,2567,yes,no,unknown,12,may,122,2,-1,0,unknown,0
327381,39,management,married,tertiary,no,732,no,no,unknown,5,jun,796,2,-1,0,unknown,0
600486,31,admin.,married,unknown,no,8,yes,no,cellular,6,may,7,6,-1,0,unknown,0
608462,37,admin.,married,secondary,no,616,yes,no,cellular,22,jul,117,4,-1,0,unknown,0
717568,51,entrepreneur,married,tertiary,no,1442,yes,yes,cellular,19,nov,168,2,-1,0,unknown,0
521770,29,student,single,secondary,no,314,no,no,cellular,6,aug,489,1,178,6,success,1
239285,57,retired,married,primary,no,3031,no,no,cellular,14,aug,766,5,-1,0,unknown,0
485668,41,blue-collar,single,secondary,no,1255,no,no,unknown,18,jun,149,1,-1,0,unknown,0
263887,43,blue-collar,married,secondary,no,0,no,no,unknown,7,may,113,1,-1,0,unknown,0
124218,32,management,married,tertiary,no,2374,yes,no,unknown,3,jun,578,2,-1,0,unknown,0
329921,53,technician,married,unknown,no,1128,yes,no,cellular,18,jul,73,1,-1,0,unknown,0
572108,31,technician,married,tertiary,no,882,yes,yes,cellular,13,aug,123,1,-1,0,unknown,0
114219,32,technician,single,secondary,no,1331,yes,no,cellular,6,may,704,1,-1,0,unknown,1
35368,46,technician,single,tertiary,no,2734,yes,no,cellular,5,aug,858,3,-1,0,unknown,0
127088,46,services,married,secondary,no,-27,yes,yes,cellular,8,may,201,1,-1,0,unknown,0
485716,58,blue-collar,married,primary,no,0,yes,no,cellular,29,jan,177,1,-1,0,unknown,0
409595,48,management,married,tertiary,no,5432,no,yes,cellular,22,jul,160,2,-1,0,unknown,0
478853,31,technician,single,secondary,no,2,yes,no,unknown,28,may,144,1,-1,0,unknown,0
342462,33,admin.,married,secondary,no,944,yes,no,cellular,14,jul,111,3,-1,0,unknown,0
143671,26,services,single,secondary,no,38,no,no,telephone,28,jan,89,2,-1,0,unknown,0
177959,43,self-employed,married,secondary,no,47,yes,no,unknown,19,may,111,2,-1,0,unknown,0
474070,37,unemployed,single,secondary,no,989,no,no,telephone,4,feb,123,4,-1,0,unknown,0
688189,59,technician,married,tertiary,no,4,no,no,cellular,29,aug,70,2,-1,0,unknown,0
1327,35,technician,married,secondary,no,0,yes,no,cellular,20,nov,18,6,-1,0,unknown,0
123538,39,blue-collar,married,secondary,no,678,yes,no,cellular,11,may,112,1,-1,0,unknown,0
661047,45,services,single,secondary,no,2053,yes,no,unknown,29,may,958,4,-1,0,unknown,0
598523,46,services,divorced,secondary,no,459,yes,no,cellular,13,may,539,1,300,2,failure,1
480012,31,management,single,tertiary,no,0,no,no,cellular,18,aug,243,5,-1,0,unknown,0
320195,28,management,single,tertiary,no,1231,no,no,cellular,5,mar,632,1,-1,0,unknown,1
426906,27,admin.,single,secondary,no,774,yes,no,cellular,4,feb,92,1,187,1,failure,0
427230,36,management,married,tertiary,no,0,no,no,cellular,6,aug,85,4,-1,0,unknown,0
123879,40,management,married,tertiary,no,0,no,yes,cellular,21,nov,123,1,-1,0,unknown,0
170571,44,blue-collar,married,secondary,no,535,yes,no,cellular,30,jul,497,9,-1,0,unknown,0
71548,40,management,married,tertiary,no,711,yes,no,unknown,20,may,7,1,-1,0,unknown,0
426743,47,services,married,secondary,no,1650,no,yes,cellular,12,aug,174,1,-1,0,unknown,0
733348,43,blue-collar,married,primary,no,548,yes,no,unknown,15,may,91,2,-1,0,unknown,0
249180,41,blue-collar,married,primary,no,-441,yes,no,cellular,2,feb,161,2,-1,0,unknown,0
109337,31,management,single,tertiary,no,5359,no,no,cellular,12,feb,541,1,92,1,success,1
96361,41,services,divorced,secondary,no,651,no,yes,cellular,29,jul,155,2,-1,0,unknown,0
152102,33,blue-collar,single,secondary,no,595,yes,no,telephone,17,apr,124,1,-1,0,unknown,0
113139,52,technician,divorced,tertiary,no,0,no,no,cellular,5,jun,449,3,-1,0,unknown,1
680099,30,unemployed,married,secondary,no,513,no,no,cellular,4,jun,819,4,-1,0,unknown,1
535140,37,management,divorced,tertiary,no,4748,yes,yes,cellular,11,nov,634,1,-1,0,unknown,0
516665,30,management,single,tertiary,no,20261,yes,no,cellular,29,jul,1209,6,-1,0,unknown,1
581998,24,blue-collar,single,secondary,no,967,yes,no,unknown,21,may,210,1,-1,0,unknown,0
317572,36,blue-collar,married,primary,no,0,yes,no,cellular,12,may,197,3,-1,0,unknown,0
104505,42,technician,married,secondary,no,-10,yes,no,unknown,5,may,38,1,-1,0,unknown,0
21291,56,entrepreneur,single,secondary,no,1295,yes,no,cellular,18,nov,125,1,-1,0,unknown,1
738463,31,self-employed,married,secondary,no,2279,yes,yes,cellular,16,jul,92,1,-1,0,unknown,0
389853,31,services,single,secondary,no,-15,yes,no,cellular,20,apr,514,3,341,3,failure,0
157737,55,blue-collar,married,secondary,no,1120,no,yes,unknown,26,may,104,3,-1,0,unknown,0
738827,48,technician,married,secondary,no,769,yes,no,unknown,4,jun,111,1,-1,0,unknown,0
255506,32,admin.,divorced,secondary,no,916,yes,no,unknown,20,may,114,1,-1,0,unknown,0
22623,43,management,married,tertiary,no,0,no,no,cellular,18,nov,107,1,-1,0,unknown,0
180213,38,technician,married,secondary,no,-160,no,no,cellular,7,aug,150,4,-1,0,unknown,0
138065,58,management,married,tertiary,no,1562,no,no,cellular,12,aug,128,4,-1,0,unknown,0
79750,39,technician,single,secondary,no,2523,yes,no,cellular,15,may,804,1,-1,0,unknown,0
72346,75,retired,married,primary,no,1413,no,no,telephone,3,feb,526,1,-1,0,unknown,1
205076,47,management,married,tertiary,no,1851,no,no,cellular,14,aug,78,3,-1,0,unknown,0
515805,52,services,married,secondary,no,1343,yes,no,cellular,13,may,106,1,-1,0,unknown,0
297616,54,unemployed,married,secondary,no,1238,yes,no,telephone,6,may,11,5,357,4,failure,0
584070,44,management,married,tertiary,no,658,yes,yes,unknown,8,may,127,1,-1,0,unknown,0
127873,38,admin.,married,secondary,no,642,yes,no,cellular,17,apr,166,2,-1,0,unknown,0
446081,52,admin.,married,secondary,no,1285,no,no,unknown,6,jun,139,2,-1,0,unknown,0
628571,47,blue-collar,married,secondary,no,830,no,no,cellular,28,aug,479,8,-1,0,unknown,1
701056,54,admin.,married,secondary,no,0,no,no,cellular,5,aug,106,2,-1,0,unknown,0
100836,38,management,divorced,tertiary,no,2199,yes,no,unknown,13,may,76,2,-1,0,unknown,0
650512,37,technician,divorced,secondary,no,-2,yes,yes,unknown,30,may,198,1,-1,0,unknown,0
226263,44,management,married,tertiary,no,1494,no,no,cellular,7,aug,591,7,-1,0,unknown,0
363026,37,admin.,married,secondary,no,-34,yes,yes,cellular,15,jul,109,2,-1,0,unknown,0
222653,56,management,divorced,tertiary,no,998,no,no,cellular,6,aug,126,2,-1,0,unknown,0
540129,35,technician,married,secondary,no,935,no,no,unknown,27,jun,71,3,-1,0,unknown,0
176285,46,management,divorced,tertiary,no,1172,yes,no,cellular,29,jan,164,2,244,6,failure,0
551709,40,blue-collar,married,secondary,no,2174,yes,no,unknown,28,may,139,1,-1,0,unknown,0
678260,35,management,married,tertiary,no,9221,no,no,cellular,6,aug,252,2,-1,0,unknown,1
256672,32,management,single,tertiary,no,3,yes,no,cellular,15,may,104,1,-1,0,unknown,0
38618,45,blue-collar,married,secondary,no,1156,yes,no,telephone,18,may,8,2,-1,0,unknown,0
259236,79,retired,married,primary,no,921,no,no,telephone,17,nov,117,1,-1,0,unknown,0
280474,36,student,single,tertiary,no,8891,yes,no,unknown,21,may,703,1,-1,0,unknown,0
192811,32,admin.,married,secondary,no,538,yes,no,cellular,21,jul,485,3,-1,0,unknown,0
15217,36,blue-collar,single,secondary,no,519,yes,no,unknown,20,may,72,1,-1,0,unknown,0
249861,49,blue-collar,married,secondary,no,-367,yes,yes,cellular,10,jul,281,1,-1,0,unknown,0
635140,44,blue-collar,married,secondary,no,-329,yes,yes,unknown,28,may,95,2,-1,0,unknown,0
246733,46,blue-collar,married,secondary,no,647,yes,no,cellular,8,may,188,1,-1,0,unknown,0
301605,29,management,single,tertiary,no,1441,yes,no,cellular,4,feb,80,2,-1,0,unknown,0
671354,59,retired,married,secondary,no,0,no,no,cellular,20,aug,97,2,-1,0,unknown,0
571042,46,entrepreneur,single,secondary,no,-15,yes,no,cellular,11,may,136,1,-1,0,unknown,0
672072,47,technician,married,secondary,no,-215,yes,no,unknown,7,may,122,1,-1,0,unknown,0
99635,32,technician,married,secondary,no,3992,yes,no,unknown,29,may,58,2,-1,0,unknown,0
548792,42,management,married,tertiary,no,-1,yes,no,unknown,9,jun,90,3,-1,0,unknown,0
200109,51,management,married,tertiary,no,583,yes,no,unknown,30,may,548,1,-1,0,unknown,0
507508,29,entrepreneur,married,tertiary,no,-106,yes,no,cellular,19,nov,104,2,183,2,failure,0
213501,29,management,married,tertiary,no,-1083,yes,no,unknown,2,jun,90,4,-1,0,unknown,0
466191,45,entrepreneur,married,secondary,yes,-525,no,no,cellular,12,aug,980,2,-1,0,unknown,1
743637,38,technician,divorced,secondary,no,38,no,no,cellular,20,aug,129,2,-1,0,unknown,0
510439,45,technician,married,secondary,no,25,no,yes,cellular,13,aug,159,2,-1,0,unknown,0
472827,32,blue-collar,single,secondary,no,524,no,no,unknown,3,jun,1063,4,-1,0,unknown,1
419191,46,services,married,secondary,no,603,yes,yes,unknown,5,jun,97,1,-1,0,unknown,0
17505,30,technician,single,tertiary,no,1251,no,no,cellular,18,aug,112,13,-1,0,unknown,0
195821,47,admin.,married,secondary,no,1201,no,no,cellular,11,nov,492,2,97,1,failure,1
414811,43,management,married,tertiary,no,9881,no,no,telephone,20,nov,715,2,-1,0,unknown,1
134112,32,blue-collar,married,secondary,no,1295,yes,no,cellular,18,nov,119,1,-1,0,unknown,0
93287,54,blue-collar,married,primary,no,1138,no,no,cellular,7,aug,96,2,-1,0,unknown,0
196718,55,entrepreneur,married,unknown,no,964,no,no,unknown,6,jun,319,1,-1,0,unknown,0
685032,28,admin.,single,secondary,no,-109,yes,no,cellular,18,may,217,1,-1,0,unknown,0
66233,41,services,married,secondary,no,0,no,no,cellular,11,jul,103,2,-1,0,unknown,0
113433,50,technician,married,secondary,no,1604,yes,no,telephone,31,jul,498,3,-1,0,unknown,0
385218,45,technician,married,secondary,no,0,yes,no,cellular,30,apr,108,1,85,1,success,0
364440,34,self-employed,single,tertiary,no,6,no,no,cellular,13,may,563,2,181,3,success,1
62307,46,technician,divorced,secondary,no,734,yes,yes,cellular,18,aug,103,4,-1,0,unknown,0
649740,33,management,married,tertiary,no,2987,no,no,cellular,1,jun,513,2,95,1,success,1
337909,56,technician,divorced,secondary,no,-166,yes,no,unknown,8,may,130,1,-1,0,unknown,0
400033,31,technician,single,secondary,no,461,yes,no,cellular,4,feb,128,1,-1,0,unknown,0
190025,24,services,single,secondary,no,926,yes,no,unknown,4,jun,709,3,-1,0,unknown,1
474038,36,blue-collar,married,unknown,no,5,no,no,unknown,11,jun,100,1,-1,0,unknown,0
707753,51,blue-collar,married,primary,no,507,yes,no,unknown,19,may,14,7,-1,0,unknown,0
414705,46,blue-collar,married,secondary,no,860,no,no,cellular,8,aug,81,4,-1,0,unknown,0
401169,45,blue-collar,married,primary,no,1320,yes,yes,cellular,24,jul,89,1,-1,0,unknown,0
698169,27,services,single,secondary,no,-312,yes,no,cellular,25,jul,82,2,-1,0,unknown,0
679062,38,admin.,married,secondary,no,-7,yes,yes,cellular,7,jul,225,2,-1,0,unknown,0
452269,31,technician,single,tertiary,no,1188,yes,no,cellular,11,may,92,1,-1,0,unknown,0
424556,30,entrepreneur,married,tertiary,no,1357,yes,yes,unknown,23,may,577,4,-1,0,unknown,0
538858,44,services,married,secondary,no,1780,yes,no,unknown,29,may,643,1,-1,0,unknown,0
588437,29,management,single,tertiary,no,945,yes,no,cellular,24,jul,71,1,-1,0,unknown,0
705831,32,self-employed,married,tertiary,no,0,no,no,cellular,7,aug,324,5,-1,0,unknown,0
377100,32,technician,married,secondary,no,0,no,no,cellular,11,aug,90,4,-1,0,unknown,0
250851,51,services,married,secondary,no,10,no,no,cellular,18,aug,119,4,-1,0,unknown,0
476947,46,blue-collar,married,primary,no,6150,yes,no,cellular,17,apr,129,1,148,1,success,0
19853,55,management,married,tertiary,no,1240,no,yes,cellular,7,jul,48,3,-1,0,unknown,0
160381,30,technician,single,secondary,no,635,yes,no,unknown,8,may,159,2,-1,0,unknown,0
132940,27,management,single,tertiary,no,5291,no,no,cellular,12,apr,345,1,-1,0,unknown,1
541021,32,housemaid,married,primary,no,0,no,no,cellular,22,aug,92,3,-1,0,unknown,0
652833,37,management,single,tertiary,no,3779,yes,no,cellular,21,nov,45,2,-1,0,unknown,0
455536,36,technician,single,secondary,no,4359,no,no,cellular,28,aug,74,2,-1,0,unknown,0
128874,30,services,married,secondary,no,0,yes,yes,cellular,21,jul,199,1,-1,0,unknown,0
411013,40,management,married,tertiary,no,559,no,no,cellular,29,aug,91,2,-1,0,unknown,0
673269,35,technician,single,tertiary,no,1122,yes,no,unknown,14,may,956,3,-1,0,unknown,1
358400,77,retired,married,secondary,no,8556,no,no,telephone,19,aug,806,1,180,1,success,0
602358,34,management,married,tertiary,no,597,yes,yes,cellular,18,nov,524,2,-1,0,unknown,0
132306,59,admin.,married,secondary,no,4,no,no,unknown,18,jun,82,1,-1,0,unknown,0
284676,52,management,single,tertiary,no,0,yes,no,cellular,20,aug,101,4,-1,0,unknown,0
257741,50,technician,married,tertiary,no,1272,no,no,cellular,2,feb,124,2,-1,0,unknown,0
672309,40,admin.,married,secondary,no,0,no,no,cellular,18,nov,431,1,-1,0,unknown,0
186061,56,services,divorced,secondary,no,29,no,yes,cellular,1,jun,119,1,-1,0,unknown,0
229750,32,blue-collar,single,secondary,no,1868,yes,no,cellular,8,may,159,1,343,1,failure,0
1575,33,management,single,tertiary,no,832,no,no,cellular,30,jan,169,1,-1,0,unknown,0
137083,34,management,married,primary,no,1018,yes,no,cellular,18,nov,105,1,-1,0,unknown,0
737520,45,technician,married,secondary,no,446,yes,no,cellular,28,jan,524,1,286,5,failure,0
398249,45,admin.,married,secondary,no,454,no,no,cellular,11,aug,68,2,-1,0,unknown,0
600189,59,retired,married,secondary,no,1625,no,no,cellular,12,aug,106,2,-1,0,unknown,0
502640,47,blue-collar,married,primary,yes,-1,no,yes,cellular,29,jul,166,2,-1,0,unknown,0
228331,44,self-employed,married,tertiary,no,29887,yes,no,unknown,14,may,104,1,-1,0,unknown,0
735879,32,technician,single,tertiary,no,0,no,no,cellular,29,aug,97,2,-1,0,unknown,0
183189,38,management,single,tertiary,no,517,no,no,cellular,18,aug,125,2,-1,0,unknown,0
547224,31,technician,married,secondary,no,715,yes,no,cellular,4,feb,1078,2,253,2,failure,0
685371,40,management,married,tertiary,no,698,no,no,unknown,17,sep,1353,1,-1,0,unknown,1
600252,34,blue-collar,married,secondary,no,1877,yes,no,unknown,21,may,568,1,-1,0,unknown,0
498164,42,blue-collar,divorced,secondary,no,697,yes,no,unknown,8,may,193,2,-1,0,unknown,0
694026,35,management,divorced,tertiary,no,2266,no,no,cellular,22,aug,114,1,-1,0,unknown,0
605729,25,management,single,tertiary,no,151,no,no,cellular,8,jul,496,1,-1,0,unknown,0
599316,35,management,married,tertiary,no,2679,yes,no,unknown,23,may,135,2,-1,0,unknown,0
361090,31,technician,married,secondary,no,629,no,no,cellular,12,aug,80,4,-1,0,unknown,0
513276,49,management,married,tertiary,no,1295,no,no,cellular,21,aug,77,8,-1,0,unknown,0
502434,22,technician,single,secondary,no,535,no,no,cellular,30,apr,636,1,-1,0,unknown,1
524386,30,blue-collar,single,secondary,no,0,yes,no,unknown,19,may,214,2,-1,0,unknown,0
616923,59,services,divorced,secondary,no,2355,no,no,telephone,15,oct,1008,1,-1,0,unknown,1
328249,34,technician,single,secondary,no,1529,yes,no,unknown,21,may,298,2,-1,0,unknown,0
672638,33,services,single,secondary,no,-742,no,no,cellular,24,jul,136,1,-1,0,unknown,0
41902,42,management,divorced,tertiary,no,48,no,no,cellular,29,aug,1028,4,-1,0,unknown,0
692525,35,management,married,tertiary,no,2637,yes,yes,cellular,18,jul,127,1,-1,0,unknown,0
316311,31,blue-collar,married,secondary,no,668,yes,no,unknown,13,may,759,4,-1,0,unknown,0
698584,38,technician,married,secondary,no,881,yes,no,cellular,17,apr,100,2,-1,0,unknown,0
265382,60,blue-collar,married,secondary,no,941,no,no,unknown,5,jun,100,1,-1,0,unknown,0
744661,39,technician,married,secondary,no,2336,no,no,telephone,29,jul,119,2,-1,0,unknown,0
83749,45,housemaid,married,secondary,no,0,yes,no,cellular,9,jul,194,1,-1,0,unknown,0
14292,50,technician,married,tertiary,yes,-1455,yes,no,unknown,21,may,169,2,-1,0,unknown,0
565893,24,technician,single,tertiary,no,2506,no,no,cellular,30,nov,118,2,-1,0,unknown,0
452629,37,self-employed,married,tertiary,no,917,yes,no,cellular,17,apr,104,1,-1,0,unknown,0
480313,32,unemployed,married,tertiary,no,825,no,no,unknown,28,may,91,2,-1,0,unknown,0
727248,50,blue-collar,married,unknown,no,864,no,no,telephone,28,jan,48,1,-1,0,unknown,0
217807,43,unemployed,divorced,secondary,no,0,no,no,cellular,28,jan,68,1,-1,0,unknown,0
653398,53,management,married,tertiary,no,0,yes,no,cellular,30,jul,122,3,-1,0,unknown,0
84998,28,blue-collar,single,unknown,no,4459,yes,no,unknown,4,jun,728,3,-1,0,unknown,1
97534,33,technician,married,secondary,no,2557,yes,no,cellular,10,aug,288,1,91,10,success,1
717947,28,admin.,single,secondary,no,17,no,no,cellular,1,oct,76,1,122,6,failure,0
375988,44,management,married,primary,no,7089,no,no,unknown,11,jun,393,1,-1,0,unknown,0
3950,35,technician,divorced,secondary,no,-302,yes,no,unknown,28,may,121,3,-1,0,unknown,0
617414,33,services,married,secondary,no,514,yes,no,unknown,20,may,637,4,-1,0,unknown,0
542879,52,technician,married,secondary,no,771,no,no,cellular,22,jul,898,1,-1,0,unknown,1
153183,41,management,married,tertiary,no,2397,no,no,cellular,25,aug,73,10,-1,0,unknown,0
694740,42,services,married,secondary,no,-68,yes,no,unknown,2,jun,429,1,-1,0,unknown,0
39138,25,student,single,tertiary,no,824,no,no,cellular,4,may,217,1,-1,0,unknown,0
377212,49,technician,married,secondary,no,4785,no,no,unknown,12,may,160,2,-1,0,unknown,0
577840,55,unemployed,married,unknown,no,865,yes,no,telephone,8,may,83,1,-1,0,unknown,0
423288,40,management,married,tertiary,no,1541,yes,no,cellular,7,jul,889,1,-1,0,unknown,1
449705,58,housemaid,married,primary,no,4917,no,no,unknown,31,may,61,2,-1,0,unknown,0
474240,40,blue-collar,married,secondary,no,578,yes,no,unknown,16,may,125,2,-1,0,unknown,0
35779,41,blue-collar,married,secondary,no,2455,yes,no,cellular,18,nov,1855,2,-1,0,unknown,1
414717,31,blue-collar,married,primary,no,-14,yes,no,cellular,28,jul,153,3,-1,0,unknown,0
542603,37,technician,married,secondary,no,-1882,yes,yes,cellular,14,may,98,1,-1,0,unknown,0
